algo,round_index,seed,ticks,killed,remaining,mean_survival_s,mean_compute_ops,decision_count,total_compute_ops
transformer_train,90,20260913,2400,10,10,15.16500000,45310.46157989,11140,504758542.00000000
transformer_train,91,20260914,2400,10,10,15.79100000,45310.71223370,12392,561490346.00000000
transformer_train,92,20260915,2400,10,10,15.57950000,45310.30604060,11969,542319053.00000000
transformer_train,93,20260916,2400,11,9,14.78900000,45311.04620271,10389,470736459.00000000
transformer_train,94,20260917,2400,8,12,15.93050000,45309.83526719,12669,574030303.00000000
transformer_train,95,20260918,2400,8,12,17.14850000,45310.83515392,15105,684420165.00000000
transformer_train,96,20260919,2400,12,8,15.58200000,45311.93570474,11976,542655742.00000000
transformer_train,97,20260920,2400,11,9,14.98250000,45311.29380104,10776,488274502.00000000
transformer_train,98,20260921,2400,10,10,16.20650000,45311.07199576,13223,599148305.00000000
transformer_train,99,20260922,2400,11,9,15.54000000,45311.62551510,11891,538800539.00000000
transformer_train,100,20260923,2400,12,8,14.15100000,45311.71626070,9114,412970982.00000006
transformer_train,101,20260924,2400,9,11,16.90450000,45310.91722534,14618,662354988.00000000
transformer_train,102,20260925,2400,10,10,15.11850000,45310.66289490,11047,500546893.00000000
transformer_train,103,20260926,2400,10,10,15.34000000,45310.69677981,11490,520619906.00000000
transformer_train,104,20260927,2400,10,10,15.37150000,45310.71332122,11553,523474671.00000000
transformer_train,105,20260928,2400,12,8,14.27250000,45312.32179117,9357,423987395.00000000
transformer_train,106,20260929,2400,12,8,14.05950000,45311.66644273,8931,404678493.00000000
transformer_train,107,20260930,2400,10,10,15.46200000,45310.67649565,11734,531675478.00000000
transformer_train,108,20260931,2400,8,12,16.77550000,45310.47391880,14359,650613095.00000000
transformer_train,109,20260932,2400,10,10,15.91800000,45310.90194528,12646,573001666.00000000
transformer_train,110,20260933,2400,9,11,17.06150000,45310.99410662,14932,676583764.00000000
transformer_train,111,20260934,2400,12,8,14.05600000,45311.71313312,8924,404361728.00000000
transformer_train,112,20260935,2400,12,8,13.67450000,45311.77073888,8161,369789361.00000000
transformer_train,113,20260936,2400,12,8,15.14800000,45312.42689953,11108,503330438.00000000
transformer_train,114,20260937,2400,12,8,15.42400000,45312.06174957,11660,528338640.00000000
transformer_train,115,20260938,2400,12,8,13.99250000,45311.76389678,8797,398607587.00000000
